FIPS,STATE,COUNTY,GRASS_PLANTINGS_INTRO,GRASS_PLANTINGS_NATIVE,TREE_PLANTINGS_SOFT,TREE_PLANTINGS_LONG,TREE_PLANTINGS_HARD,WILDLIFE_HABITAT,WILDLIFE_CORRIDORS,FIELD_WINDBREAKS,DIVERSIONS_EROSION_CONTROL_STRUC,GRASS_WATERWAYS,SHALLOW_WATER_FOR_WILDLIFE,EXISTING_GRASS,EXISTING_TREES,WILDLIFE_FOOD_PLOTS,CONTOUR_GRASS_STRIPS,SHELTER_BELTS,LIVING_SNOW_FENCES,SALINITY_REDUCING_VEGETATION,FILTER_STRIPS,RIPARIAN_BUFFERS,WETLAND_RESTORATION,WETLAND_RESTORATION_FLOOD,WETLAND_RESTORATION_NONFLOOD,CROSS_WINDTRAP_STRIPS,RARE_AND_DECLINING_HABITAT,FARMABLE_WETLAND_PROGRAM,FARMABLE_WETLAND_PROGRAM_BUFFER,MARGINAL_PASTURE_BUFFERS,MARGINAL_PASTURE_BUFFERS_WET,BOTTOMLAND_HARDWOOD_TREES,EXPIRED_HARDWOOD_TREES,UPLAND_BIRD_HABITAT_BUFFERS,LONGLEAF_PINE,DUCK_NESTING_HABITAT,STATE_ACRES_FOR_WILDLIFE_ENHANCEMENT,FARMABLE_WETLAND_PROGRAM_CONSTRUCTED,FARMABLE_WETLAND_PROGRAM_AQUA,FARMABLE_WETLAND_PROGRAM_FLOOD,POLLINATOR_HABITAT,CRP_GRASSLANDS_INTRODUCED,CRP_GRASSLANDS_NATIVE,TOTAL
17141,ILLINOIS,OGLE,589.43999999999983,942.38,44.08,0,374.30999999999995,1558.7099999999994,NA,3.3,NA,733.8499999999998,20.37,456.7700000000001,155.92000000000002,53.45000000000001,8,0.3,1.4,NA,686.8699999999999,584.4400000000002,1.1000000000000001,153.82999999999998,7.23,NA,NA,NA,NA,10.4,NA,NA,NA,377.51,NA,NA,NA,NA,NA,NA,629.2800000000001,NA,NA,7390.840000000003
17143,ILLINOIS,PEORIA,458.80000000000013,525.67999999999995,8.6000000000000014,0,174.10000000000002,826.8599999999998,NA,NA,NA,294.6399999999999,26.110000000000003,62.1,NA,29.000000000000004,5.5,NA,NA,NA,375.80000000000007,59.42999999999999,8.5,64.5,35.06,NA,6.4,NA,NA,NA,NA,NA,NA,843.45,NA,NA,169.40000000000003,NA,NA,NA,961.36,NA,NA,4935.289999999999
17145,ILLINOIS,PERRY,2480.33,703.02,1.5,0,113.5,324.61,1.2,NA,NA,92.07,156.20000000000002,5.6,42,28.999999999999996,NA,0.5,NA,NA,588.4000000000002,272.5,NA,21,NA,NA,NA,NA,NA,NA,NA,175.31000000000003,NA,66.6,NA,NA,NA,NA,NA,NA,57.8,NA,NA,5131.140000000003
17147,ILLINOIS,PIATT,8.870000000000001,56.8,0,0,30.2,102.19999999999999,NA,22.26,NA,226.05999999999997,12.5,15.6,75.69999999999999,4.4,40.879999999999995,1.4,NA,NA,1420.930000000001,628.31,NA,20,NA,NA,39.5,NA,NA,NA,NA,NA,NA,295.05000000000007,NA,NA,NA,NA,NA,NA,202.10000000000008,NA,NA,3202.7600000000016
17149,ILLINOIS,PIKE,12642.590000000007,1498.8500000000001,0,0,970.40000000000032,3962.800000000001,NA,NA,NA,7.24,37.03,5283.189999999998,36,57.84999999999986,NA,0.42,NA,NA,509.5499999999999,217.87,22.16,270.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.71,NA,NA,NA,NA,NA,NA,792.8799999999998,NA,NA,26480.79999999999
17151,ILLINOIS,POPE,5159.9000000000024,122.83,66.59,0,182.84,365.52000000000004,NA,NA,NA,2,105.8,2696.4700000000003,83.7,71.31,NA,NA,NA,NA,524.21000000000015,477.73999999999995,NA,43.18,NA,NA,NA,NA,NA,NA,NA,59.370000000000005,NA,128.09,NA,NA,NA,NA,NA,NA,10.55,NA,NA,10100.100000000008
17153,ILLINOIS,PULASKI,1865.2199999999998,39.1,26.66,0,753.6,210.77,NA,NA,NA,31.700000000000003,143.89999999999998,1681.9999999999995,42.7,3.3,3.5,NA,NA,NA,699.6000000000001,802.1000000000001,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6319.8499999999985
17155,ILLINOIS,PUTNAM,104.36999999999999,43.2,0,0,67.199999999999989,77.4,NA,0.3,NA,315.8199999999998,0.1,2.7,9,0.2,NA,NA,NA,NA,89.8,120.1,NA,475.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.23,NA,NA,NA,NA,NA,NA,310.02000000000004,NA,NA,1943.580000000001
17157,ILLINOIS,RANDOLPH,2825.4599999999982,708.64000000000021,3.9,0,604.81000000000017,551.3799999999999,NA,NA,NA,40.37,87.4,795.4800000000001,57.2,1.2999999999999998,NA,NA,NA,NA,202.20999999999998,1151.43,NA,60.8,NA,NA,NA,NA,NA,NA,NA,44.68000000000001,NA,896.4299999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,8031.689999999995
17159,ILLINOIS,RICHLAND,732.31000000000029,130.79,0,0,357.69000000000005,214.2,NA,NA,NA,691.440000000001,6.279999999999999,263.32000000000005,30.900000000000002,12.100000000000001,NA,0.7,NA,NA,482.47,2291.29,NA,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151.7100000000007,NA,NA,384.29,NA,NA,NA,386.82,NA,NA,7202.0099999999975
17161,ILLINOIS,ROCK ISLAND,1127.1400000000006,578.75,0,0,125.59,483.52000000000004,NA,13.9,NA,430.7899999999999,149.88,553.8199999999999,73.9,10.000000000000002,14.399999999999999,4.5,2.54,NA,1394.3300000000004,195.02000000000004,59.300000000000004,475.88999999999993,76.150000000000006,NA,NA,4.8,19.2,NA,NA,7.5,NA,404.81,NA,NA,NA,NA,NA,NA,967.69,NA,NA,7173.419999999997
17163,ILLINOIS,ST. CLAIR,502.79999999999984,103.30000000000001,0,0,194,257,4.2,NA,NA,103.43999999999998,14.799999999999999,261.7,16.3,14.899999999999999,NA,NA,NA,NA,97.41999999999997,310.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,NA,NA,8.43,NA,NA,1906.8999999999994
17165,ILLINOIS,SALINE,3315.1499999999987,456.07999999999993,12.8,0,662.4,203.60000000000002,NA,1.3,NA,98.99000000000001,NA,42.3,10.3,20.200000000000017,NA,10.2,NA,NA,247.51999999999992,431.8,6,62.75,NA,NA,NA,NA,NA,NA,NA,409.09999999999997,NA,62.91,NA,NA,NA,NA,NA,NA,38.480000000000004,NA,NA,6091.880000000003
17167,ILLINOIS,SANGAMON,254.83999999999995,345.99999999999994,0,0,676.3,2743.199999999998,NA,1.1,NA,353.15,10,146.8,55.400000000000006,42.39999999999999,NA,NA,NA,NA,1001.8999999999994,766,44.3,229.00000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.5,NA,NA,1980.2099999999998,NA,NA,NA,22.909999999999997,NA,NA,8945.00999999999
17169,ILLINOIS,SCHUYLER,1130.6100000000001,194.44,1.65,0,885.1700000000003,800.2999999999997,NA,NA,NA,242.29000000000002,3,268.89,31.5,20.450000000000003,NA,NA,NA,NA,207.48,868.3200000000002,NA,560.54999999999995,13.11,NA,NA,NA,NA,NA,NA,NA,NA,983.9899999999996,NA,NA,NA,NA,NA,NA,290.84999999999997,NA,NA,6502.599999999997
17171,ILLINOIS,SCOTT,1319.5100000000007,83.6,23.8,0,226.99999999999997,2043.6200000000015,NA,NA,NA,10.98,NA,610.98,11,13.500000000000002,NA,NA,NA,NA,157.89999999999998,106.29,169.04999999999998,321.20000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.6300000000001,NA,NA,NA,NA,NA,NA,868.8499999999998,NA,NA,6230.909999999999
17173,ILLINOIS,SHELBY,2086.3199999999997,899.4,3,0,256.3,1986.0299999999995,10.2,11.799999999999999,NA,577.81,91.33000000000001,1129.1100000000001,41.93,49.37,NA,1.27,NA,NA,1381.8599999999997,1216.0100000000004,NA,5.0999999999999996,14.81,NA,3.1,15.93,43.47,NA,NA,33.5,NA,1027.9700000000005,NA,NA,NA,NA,NA,NA,1984.43,NA,NA,12870.050000000005
17175,ILLINOIS,STARK,648.07999999999981,337.41,4.3,0,17.5,786.3599999999996,NA,NA,NA,799.26,NA,47.699999999999996,1.4,16.700000000000003,NA,NA,NA,NA,1121.2200000000003,32,NA,5,5.3,NA,NA,NA,NA,NA,NA,9.6,NA,109.34999999999998,NA,NA,203.10000000000002,NA,NA,NA,84.41,NA,NA,4228.690000000005
17177,ILLINOIS,STEPHENSON,282.57,838.86999999999978,104.99,0,303.4199999999999,2596.02,NA,7.870000000000001,NA,648.0099999999999,67.6,873.8399999999998,227.4,59.410000000000004,36.43,6,NA,NA,690.1100000000001,309.96999999999997,7,3760.36,15.8,NA,NA,NA,NA,60.399999999999991,NA,45.4,NA,119.99000000000001,NA,NA,NA,NA,NA,NA,359.1400000000001,NA,NA,11386.899999999994
17179,ILLINOIS,TAZEWELL,222.2,754.3499999999998,0,0,630.70000000000005,2076.9699999999984,NA,75.69999999999999,NA,166.39999999999986,4.8,110.7,64.10000000000001,36.5,3.1,NA,NA,NA,575.9300000000002,289.43000000000006,NA,107.39999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,827.5499999999998,NA,NA,2112.51,NA,NA,NA,2510.830000000001,NA,NA,10569.170000000018
17181,ILLINOIS,UNION,5285.32,188.6,7.9,0,922.70000000000039,825.1999999999999,NA,NA,NA,NA,12,7115.3,433.49999999999994,31.2,NA,NA,NA,NA,507.99999999999994,955.6999999999998,13.6,295.79999999999995,NA,NA,44.3,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16641.319999999996
17183,ILLINOIS,VERMILION,37.629999999999995,50.6,0,0,36.200000000000003,2,NA,23.180000000000003,NA,1040.3599999999997,108.97999999999999,108.1,23.6,0.6,167.24,1.5,1.7,NA,2517.899999999998,1174.7699999999998,NA,17.100000000000001,25.959999999999997,NA,NA,93.31,102.28999999999998,NA,NA,44.14,NA,1106.22,NA,NA,18,NA,NA,NA,6112.52,NA,NA,12813.900000000007
17185,ILLINOIS,WABASH,268.42,NA,0,0,594.53000000000009,43.97,NA,1.2,NA,14.299999999999999,NA,18.3,6.3,12.030000000000001,NA,NA,NA,2.5,424.7299999999999,904.8900000000001,NA,95.02000000000001,NA,NA,NA,NA,NA,NA,NA,91.7,NA,68.29999999999998,NA,NA,NA,NA,NA,NA,49.379999999999995,NA,NA,2595.5699999999997
17187,ILLINOIS,WARREN,1249.3200000000002,151.43,8.8000000000000007,0,76.3,26.400000000000002,NA,NA,NA,486.09000000000003,NA,38.8,15.5,2,NA,NA,NA,NA,650.7300000000001,630.5999999999999,NA,14.3,13.4,NA,NA,NA,NA,NA,NA,NA,NA,221.86,NA,NA,37,NA,NA,NA,233.8,NA,NA,3856.3300000000004
17189,ILLINOIS,WASHINGTON,898.68000000000006,432.2,0,0,105.11999999999998,834.1999999999998,NA,NA,NA,112.11000000000006,42.2,391.4,5,50.899999999999984,NA,2.2,NA,NA,229.91000000000003,490.1100000000001,NA,18.399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.46,NA,NA,NA,NA,NA,NA,9.84,NA,NA,3897.730000000005
17191,ILLINOIS,WAYNE,7340.1700000000028,1463.0999999999995,0,0,3781.8999999999996,299.76,NA,NA,NA,553.87,28.9,1568.26,368.55000000000007,60.299999999999834,9.19,NA,NA,NA,5417.990000000001,1216.2800000000004,NA,3333.3200000000006,3.8,NA,NA,7.5,20.3,NA,NA,568.77,NA,1661.0899999999997,NA,NA,NA,NA,NA,NA,644.5099999999999,NA,NA,28347.559999999976
17193,ILLINOIS,WHITE,4002.5699999999997,291.49,0,0,1134.6400000000001,4.6,NA,NA,NA,203.23999999999992,8.4,1391.2399999999998,104,8.700000000000001,2.99,NA,NA,NA,1102.0599999999997,596.0500000000001,8.98,94.44,NA,NA,4.2,NA,NA,NA,7.6,925.35,NA,554.0699999999998,NA,NA,NA,NA,NA,NA,422.1600000000001,NA,NA,10866.779999999988
17195,ILLINOIS,WHITESIDE,1517.8299999999992,2150.6000000000004,0,0,728.9,1018.32,NA,31.400000000000002,NA,190.69999999999996,39.05,990.5000000000002,264.5,75.39999999999999,24.2,0.3,NA,NA,1681.7699999999995,2066.4199999999996,213.3,4328.9599999999991,306.15000000000003,NA,NA,37.699999999999996,141,NA,NA,NA,NA,139.2,NA,NA,277.7,NA,NA,NA,572.15,NA,NA,16796.050000000014
17197,ILLINOIS,WILL,47.099999999999994,16.399999999999999,0,0,24,88.5,NA,13.5,NA,47.3,NA,NA,18.6,1,5.800000000000001,NA,NA,NA,92.4,52.9,NA,26.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.10000000000001,NA,NA,NA,NA,NA,NA,30.069999999999997,NA,NA,538.97
17199,ILLINOIS,WILLIAMSON,3416.5600000000004,62.899999999999991,0,0,72.100000000000009,370.50000000000006,NA,NA,NA,140.64000000000007,206.45000000000002,915.3999999999999,36.3,18.370000000000005,NA,NA,NA,1.4,436.62000000000006,190.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.21,NA,24.200000000000003,NA,NA,NA,NA,NA,NA,7.0200000000000005,NA,NA,5943.549999999999
17201,ILLINOIS,WINNEBAGO,809.75000000000011,691.68999999999994,14.26,0,75.33,211.1,NA,NA,NA,180.74000000000012,74.34,394.0999999999999,178,11.399999999999999,13.899999999999999,NA,NA,NA,988.8000000000001,454.3200000000001,36.300000000000004,2211.4699999999993,133,NA,25.700000000000003,10.4,14.1,121.5,25.29,NA,NA,701.29,NA,NA,104.79999999999998,NA,NA,NA,283.36999999999995,NA,NA,7764.949999999999
17203,ILLINOIS,WOODFORD,402.40000000000009,941.03,1.7,0,351.77999999999992,558.01,NA,8.290000000000001,NA,102.06,NA,117.93,81.80000000000001,42.540000000000006,2.76,10.83,NA,NA,1178.8400000000006,996.0199999999999,NA,77.099999999999994,14.3,NA,7.7,NA,NA,NA,NA,NA,NA,933.02,NA,NA,7.8,NA,NA,NA,600.2799999999999,NA,NA,6436.190000000001
18001,INDIANA,ADAMS,268.7,9.1999999999999975,0,0,158.07,19.7,6.2,23.020000000000003,NA,103.87999999999994,3.46,75.07,7.9,0.3,NA,NA,NA,NA,891.9099999999997,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,42.9,NA,61.339999999999996,NA,NA,285.16999999999996,NA,NA,NA,10.33,NA,NA,2005.7500000000002
18003,INDIANA,ALLEN,132.5,117.2,0,0,412.20000000000005,109.9,5,50.43,NA,127.17999999999996,18,646.4599999999999,11.4,3.6999999999999997,NA,NA,NA,NA,1388.9799999999998,24.209999999999997,32.800000000000004,109.4,23.130000000000003,NA,NA,NA,NA,NA,NA,9.4,NA,124.95000000000003,NA,NA,1212.3000000000002,NA,NA,NA,14.33,NA,NA,4573.470000000001
18005,INDIANA,BARTHOLOMEW,210.00000000000006,133.88,0,0,49.8,57.5,NA,8.9,NA,318.3799999999999,12.989999999999998,12.9,NA,1.7999999999999998,NA,NA,NA,NA,885.6399999999998,116.44000000000001,NA,NA,NA,NA,NA,NA,NA,1.6,NA,158.35999999999999,NA,232.74000000000007,NA,NA,240.54,NA,NA,NA,27.3,NA,NA,2468.769999999998
18007,INDIANA,BENTON,9.6000000000000014,35,NA,NA,NA,NA,NA,47.15,NA,809.8000000000005,92.70000000000002,NA,NA,NA,NA,0.4,NA,NA,1306.8700000000006,7.5,NA,NA,6,NA,NA,9.91,1.7,NA,NA,NA,NA,334.92999999999995,NA,NA,524.0699999999999,NA,NA,NA,NA,NA,NA,3185.63
18009,INDIANA,BLACKFORD,23.3,15.6,0,0,55.8,4.1,NA,NA,NA,55.699999999999996,7.5,10.1,NA,NA,NA,NA,NA,NA,297.14000000000004,NA,NA,NA,NA,NA,NA,3.99,2.59,NA,NA,NA,NA,71.1,NA,NA,860.9200000000001,NA,NA,NA,27,NA,NA,1434.8399999999997
18011,INDIANA,BOONE,NA,12.399999999999999,0,0,11,NA,NA,1.6,NA,328.13000000000005,NA,NA,NA,NA,NA,NA,NA,NA,161.71000000000004,41.7,NA,30.2,NA,NA,NA,NA,NA,NA,NA,20.4,NA,69.51,NA,NA,177.75,NA,NA,NA,NA,NA,NA,854.4
18013,INDIANA,BROWN,6.3,NA,NA,NA,NA,133.4,NA,NA,NA,0.9,2.3,NA,NA,NA,NA,NA,NA,NA,59.00000000000001,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.300000000000001,NA,9.600000000000001,NA,NA,27.1,NA,NA,NA,NA,NA,NA,282.29999999999995
18015,INDIANA,CARROLL,1.7,90.7,0,0,25.9,NA,NA,8.600000000000001,NA,230.84,57.09,56.1,28.21,NA,0.5,NA,NA,NA,377.8299999999999,264.47,1.3,48,187.41,NA,NA,28.08,53.879999999999995,NA,12.5,180.46,NA,304.54999999999995,NA,NA,289.71,NA,NA,NA,NA,NA,NA,2247.830000000001
18017,INDIANA,CASS,15.2,44.2,0,0,143.40000000000003,170.89999999999998,30.8,64.91,NA,262.16,117.50000000000001,164.99999999999997,148.6,NA,NA,NA,NA,NA,1134.409999999999,18,48.6,92,135.1,NA,NA,89,141.89999999999998,NA,8,NA,NA,374.94999999999993,NA,NA,900.0799999999996,NA,NA,NA,33.78,NA,NA,4138.490000000001
18019,INDIANA,CLARK,103.9,29.400000000000002,0,0,13.5,NA,NA,NA,NA,48.25,NA,17,NA,1.9,NA,1.9000000000000001,NA,NA,63.6,40.300000000000004,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,20.83,NA,NA,NA,5.2,NA,NA,373.88000000000005
18021,INDIANA,CLAY,177.28,117.5,5,0,60.5,16.1,NA,NA,NA,228.10999999999993,2,240.6,7.5,11.399999999999999,0.2,NA,NA,NA,126.69999999999999,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.199999999999996,NA,85.2,NA,NA,103.91,NA,NA,NA,62.46,NA,NA,1301.0600000000002
18023,INDIANA,CLINTON,NA,7.9,NA,NA,NA,NA,NA,7.500000000000001,NA,244.15,NA,1.9,7.800000000000001,NA,NA,NA,NA,NA,368.26,63.1,NA,10.72,NA,NA,NA,NA,NA,NA,4.5,41.8,NA,167.20999999999998,NA,NA,338.4400000000001,NA,NA,NA,NA,NA,NA,1263.2799999999997
18025,INDIANA,CRAWFORD,176.40000000000003,199.10000000000002,0,0,54.2,228.57,NA,NA,NA,5.7,NA,320.22999999999996,NA,9.1,NA,NA,NA,NA,36.099999999999994,163.22000000000003,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,3.9,NA,NA,275.8,NA,NA,NA,19.1,NA,NA,1491.8199999999997
18027,INDIANA,DAVIESS,571.61,411.96,1,0,36.89,38.06,NA,NA,NA,76.59999999999997,2.7,345.2,55.3,8.5,NA,NA,NA,NA,226.26999999999998,49.64999999999999,NA,NA,NA,NA,NA,12.9,6.2,NA,NA,70.85,NA,95.87000000000003,NA,NA,260.19999999999993,NA,NA,NA,6.49,NA,NA,2276.2500000000005
18029,INDIANA,DEARBORN,NA,40,0,0,1,NA,NA,NA,NA,11.499999999999998,NA,27.3,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,14.4,NA,NA,34,NA,NA,NA,7.96,NA,NA,167.36
18031,INDIANA,DECATUR,318.09999999999997,155.70000000000002,0,0,87.100000000000009,32,NA,4.5,NA,690.8499999999998,2.2,39.900000000000006,2,4.4,NA,NA,NA,NA,785.3300000000002,134.06999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8,NA,NA,402.9200000000001,NA,NA,NA,NA,NA,NA,2771.8699999999994
18033,INDIANA,DE KALB,1037.49,284.24000000000007,0,0,1202.6099999999999,352.79999999999995,1,45.540000000000006,NA,75.72000000000001,18.74,1789.7700000000004,351.49999999999994,23.2,0.8,NA,NA,NA,1253.58,13.49,48.2,20.009999999999998,17.11,NA,NA,NA,NA,NA,NA,1.8,NA,49.489999999999995,NA,NA,1836.7800000000007,NA,NA,NA,3.8,NA,NA,8427.670000000004
18035,INDIANA,DELAWARE,26.400000000000002,NA,0,0,44.8,NA,NA,6.9,NA,96.60999999999999,12.8,77.86999999999999,14,NA,NA,NA,NA,NA,381.19000000000005,82.73,NA,NA,95.7,NA,NA,NA,NA,NA,NA,251.58000000000004,NA,31.400000000000002,NA,NA,421.41999999999996,NA,NA,NA,NA,NA,NA,1543.3999999999985
18037,INDIANA,DUBOIS,364.46000000000009,194.06,0,0,169.19999999999996,155.6,7.1,NA,NA,162.51000000000008,NA,315.3,77.2,4,0.5,NA,NA,NA,342.79999999999995,92.69,NA,3.9,NA,NA,NA,NA,NA,NA,NA,46.870000000000005,NA,83.43,NA,NA,44.1,NA,NA,NA,NA,NA,NA,2063.720000000001
18039,INDIANA,ELKHART,18.32,48.6,17.399999999999999,0,91.399999999999991,13.5,NA,8.4,NA,45.800000000000004,NA,NA,85.5,4.6,NA,NA,NA,NA,137.88999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,179.00000000000003,NA,NA,NA,1.5,NA,NA,657.01
18041,INDIANA,FAYETTE,297.58,31.48,0,0,32.43,NA,NA,2.5,NA,376.4099999999999,3.2,NA,34.3,0.1,NA,NA,NA,NA,83.82,135.66000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,NA,9.11,NA,NA,301.82000000000005,NA,NA,NA,NA,NA,NA,1380.31
18043,INDIANA,FLOYD,29.39,NA,1,0,22.33,NA,NA,NA,NA,4.43,NA,5.9,NA,2.21,NA,NA,NA,NA,37.080000000000005,27.239999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,25.3,NA,NA,177.78000000000006
18045,INDIANA,FOUNTAIN,94.4,139.9,0,0,13.3,53,NA,8.3,NA,583.4599999999996,6.8,NA,1.9,NA,0.02,NA,NA,NA,186.49,79.82,NA,16.7,NA,NA,NA,NA,NA,NA,NA,135.21,NA,451.56,NA,NA,395.47,NA,NA,NA,377.37,NA,NA,2543.700000000001
18047,INDIANA,FRANKLIN,217,125.4,0,0,115.59999999999998,NA,NA,NA,NA,157.83999999999997,NA,53,13.9,NA,NA,NA,NA,NA,50.14,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,33.019999999999996,NA,NA,684.4499999999998,NA,NA,NA,NA,NA,NA,1502.0500000000009
18049,INDIANA,FULTON,107.7,4.34,14,0,367.19999999999993,3.6,NA,6.3999999999999995,NA,35.57999999999999,10,32.8,NA,3.4000000000000004,NA,NA,NA,NA,1203.3700000000001,0.6,NA,6,220.95999999999998,NA,13.8,NA,NA,NA,NA,NA,NA,117.55000000000001,NA,NA,762.8200000000002,NA,NA,NA,7,NA,NA,2917.1199999999976
18051,INDIANA,GIBSON,146.9,77.33,0,0,71.8,84.30000000000001,NA,NA,NA,165.41000000000008,4.8999999999999995,139.3,3,0.7,NA,NA,NA,NA,214.92999999999998,27.900000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.68,NA,41.9,NA,NA,107.91,NA,NA,NA,7.08,NA,NA,1275.0399999999997
18053,INDIANA,GRANT,4.8999999999999995,31,0,0,47.9,16.369999999999997,NA,NA,NA,127.41999999999996,5.5,101.8,33.400000000000006,NA,6.300000000000001,NA,NA,NA,653.87,NA,NA,NA,NA,NA,NA,4.8,4.8,NA,NA,NA,NA,310.3,NA,NA,449.21,NA,NA,NA,53.42,NA,NA,1850.9900000000002
18055,INDIANA,GREENE,310.3,277.10000000000002,0,0,315.16000000000003,17.4,NA,NA,NA,73.27000000000002,NA,394.00000000000006,38.5,NA,NA,NA,NA,NA,186.62000000000003,119.52999999999999,NA,NA,11.2,NA,NA,NA,NA,NA,NA,262.51,NA,95.91,NA,NA,468.3999999999999,NA,NA,NA,8.1,NA,NA,2578.0000000000005
18057,INDIANA,HAMILTON,NA,27.51,NA,NA,NA,NA,NA,22.799999999999997,NA,33.63,47.9,NA,NA,NA,NA,NA,NA,NA,123.57000000000001,29.21,NA,35.799999999999997,6,NA,NA,NA,NA,1.6,NA,119.79999999999998,NA,54.400000000000006,NA,NA,370.29,NA,NA,NA,6.75,NA,NA,879.2600000000003
18059,INDIANA,HANCOCK,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.10000000000001,NA,NA,4.1,NA,NA,2.8,NA,NA,58.550000000000004,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,124.75000000000004
18061,INDIANA,HARRISON,406.25000000000006,229.78,92.4,0,111.47000000000001,55.48,NA,NA,NA,123.05000000000001,NA,213.39999999999998,8.3,11,NA,NA,NA,NA,204.50999999999996,175.37000000000003,NA,NA,NA,NA,NA,NA,NA,3.2,NA,5.8,NA,9.71,NA,NA,265.31,NA,NA,NA,NA,NA,NA,1915.0299999999993
18063,INDIANA,HENDRICKS,2.2000000000000002,NA,NA,NA,NA,31.8,NA,2.2,NA,420.45,NA,NA,NA,NA,NA,NA,NA,NA,79.49999999999999,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,98.79999999999998,NA,NA,197.09999999999997,NA,NA,NA,17.5,NA,NA,911.4499999999997
18065,INDIANA,HENRY,236.3,30.11,0,0,36.700000000000003,NA,NA,16.39,NA,218.15000000000006,NA,139.7,4,1.8,NA,NA,NA,NA,52.46,26.759999999999998,NA,NA,NA,NA,NA,NA,NA,2.7,NA,16.999999999999996,NA,81.42999999999999,NA,NA,205.61,NA,NA,NA,43.07,NA,NA,1112.1799999999998
18067,INDIANA,HOWARD,NA,7,0,0,7.3,NA,NA,15.099999999999998,NA,234.68999999999997,25.7,NA,65,NA,NA,NA,NA,NA,692.2700000000004,75.9,NA,15,NA,NA,NA,2.2999999999999998,6.2,0.7,NA,NA,NA,38.599999999999994,NA,NA,82.44999999999999,NA,NA,NA,10.77,NA,NA,1278.9799999999996
18069,INDIANA,HUNTINGTON,118.73,387.98,0,0,468.59999999999997,6,NA,113.38,NA,399.22,16.68,82.47999999999999,51.5,1.2000000000000002,NA,NA,NA,NA,1127.98,63.44000000000001,NA,NA,64.22999999999999,NA,NA,NA,NA,NA,NA,167.15999999999997,NA,258.7,NA,NA,1097.48,NA,NA,NA,NA,NA,NA,4424.7599999999975
18071,INDIANA,JACKSON,648.26,266.5,0,0,225.8,77.4,NA,NA,NA,131.96,11.53,32.21,47,11.130000000000003,NA,NA,NA,NA,531.7499999999999,85.50999999999999,NA,2,NA,NA,NA,NA,NA,3.8,NA,298.3,NA,88.70999999999998,NA,NA,1439.74,NA,NA,NA,23.66,NA,NA,3925.2599999999984
18073,INDIANA,JASPER,NA,NA,2.5,0,4,NA,NA,35.89,NA,90.10000000000001,3.1,NA,NA,NA,NA,NA,NA,NA,2236.2000000000007,8.6,22.5,NA,189.89000000000004,NA,NA,NA,NA,NA,NA,NA,NA,156.67,NA,NA,2433.6600000000003,NA,NA,NA,NA,NA,NA,5183.110000000001
18075,INDIANA,JAY,75.2,28.73,0,0,181.60000000000002,62.3,NA,14.209999999999999,NA,343.5199999999999,17.799999999999997,64.8,NA,1,NA,NA,NA,NA,1388.01,14.200000000000001,NA,NA,33.799999999999997,NA,NA,31.500000000000004,68.400000000000006,NA,NA,NA,NA,467.4600000000001,NA,NA,1479.91,18.899999999999999,NA,NA,10,NA,NA,4301.340000000004
