soil_series,texture,slope,erosion,drainage,prod_index,cropland,woodland,year,indx,id
"FITCHVILLE,V,GRAV-SUBSL",SIL,0-2,S,SWP,68,1655,230,2017,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL0-2SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,580,100,2009,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,640,120,2010,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,860,200,2011,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,840,230,2012,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,1580,580,2013,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,2230,1230,2014,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,1860,230,2015,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,1720,230,2016,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,1-6,S,SWP,67,1505,230,2017,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL1-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,480,100,2009,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,630,120,2010,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,850,200,2011,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,820,230,2012,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,1560,560,2013,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,2210,1210,2014,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,1840,230,2015,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,1700,230,2016,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FITCHVILLE,V,GRAV-SUBSL",SIL,2-6,S,SWP,67,1490,230,2017,indx_69,"FITCHVILLE,V,GRAV-SUBSLSIL2-6SSWP"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,560,100,2009,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,820,320,2010,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,1110,610,2011,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,1130,630,2012,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,2020,1520,2013,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,2780,2280,2014,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,2300,1300,2015,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,2190,1190,2016,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,FF-PH",SIL,0-2,S,MW,71,1910,910,2017,indx_79,"FLATROCK,FF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,860,360,2009,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,1050,550,2010,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,1390,890,2011,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,1450,950,2012,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,2330,1830,2013,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,3240,2740,2014,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,2890,1890,2015,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,2780,1780,2016,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,LM-SUBST,OF-PH",SIL,0-2,S,MW,78,2450,1450,2017,indx_79,"FLATROCK,LM-SUBST,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,860,360,2009,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,1050,550,2010,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,1390,890,2011,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,1450,950,2012,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,2330,1830,2013,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,3240,2740,2014,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,2890,1890,2015,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,2780,1780,2016,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",L,0-2,S,MW,78,2450,1450,2017,indx_79,"FLATROCK,OF-PHL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,860,360,2009,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,1050,550,2010,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,1390,890,2011,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,1450,950,2012,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,2330,1830,2013,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,3240,2740,2014,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,2890,1890,2015,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,2780,1780,2016,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLATROCK,OF-PH",SIL,0-2,S,MW,78,2450,1450,2017,indx_79,"FLATROCK,OF-PHSIL0-2SMW"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,200,100,2009,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,200,120,2010,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,300,200,2011,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2012,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2013,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2014,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2015,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2016,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
"FLUVAQUENTS,SILTY,FF-PH",,0-1,S,VP,0,350,230,2017,indx_49,"FLUVAQUENTS,SILTY,FF-PH0-1SVP"
FOX,CL,12-18,SE,W,44,170,100,2009,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,200,120,2010,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,300,200,2011,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2012,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2013,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2014,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2015,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2016,indx_49,FOXCL12-18SEW
FOX,CL,12-18,SE,W,44,350,230,2017,indx_49,FOXCL12-18SEW
FOX,CL,6-12,M,W,56,180,100,2009,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,200,120,2010,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,300,200,2011,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,350,230,2012,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,460,230,2013,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,830,330,2014,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,440,230,2015,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,350,230,2016,indx_59,FOXCL6-12MW
FOX,CL,6-12,M,W,56,350,230,2017,indx_59,FOXCL6-12MW
FOX,CL,6-12,SE,W,45,180,100,2009,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,200,120,2010,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,300,200,2011,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2012,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2013,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2014,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2015,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2016,indx_49,FOXCL6-12SEW
FOX,CL,6-12,SE,W,45,350,230,2017,indx_49,FOXCL6-12SEW
FOX,GR-L,0-2,S,W,65,280,100,2009,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,340,120,2010,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,520,200,2011,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,500,230,2012,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,1060,560,2013,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,1560,1060,2014,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,1190,230,2015,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,1010,230,2016,indx_69,FOXGR-L0-2SW
FOX,GR-L,0-2,S,W,65,870,230,2017,indx_69,FOXGR-L0-2SW
FOX,GR-L,12-18,M,W,53,170,100,2009,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,200,120,2010,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,300,200,2011,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2012,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2013,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2014,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2015,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2016,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-18,M,W,53,350,230,2017,indx_59,FOXGR-L12-18MW
FOX,GR-L,12-25,S,W,54,170,100,2009,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,200,120,2010,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,300,200,2011,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2012,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2013,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2014,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2015,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2016,indx_59,FOXGR-L12-25SW
FOX,GR-L,12-25,S,W,54,350,230,2017,indx_59,FOXGR-L12-25SW
FOX,GR-L,18-25,M,W,44,170,100,2009,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,200,120,2010,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,300,200,2011,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2012,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2013,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2014,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2015,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2016,indx_49,FOXGR-L18-25MW
FOX,GR-L,18-25,M,W,44,350,230,2017,indx_49,FOXGR-L18-25MW
FOX,GR-L,2-6,M,W,60,240,100,2009,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,200,120,2010,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,310,200,2011,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,350,230,2012,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,750,250,2013,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,1180,680,2014,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,710,230,2015,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,600,230,2016,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,M,W,60,475,230,2017,indx_69,FOXGR-L2-6MW
FOX,GR-L,2-6,S,W,63,270,100,2009,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,250,120,2010,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,420,200,2011,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,350,230,2012,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,900,400,2013,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,1370,870,2014,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,930,230,2015,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,800,230,2016,indx_69,FOXGR-L2-6SW
FOX,GR-L,2-6,S,W,63,650,230,2017,indx_69,FOXGR-L2-6SW
FOX,GR-L,6-12,M,W,58,250,100,2009,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,200,120,2010,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,300,200,2011,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,350,230,2012,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,610,230,2013,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,1010,510,2014,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,560,230,2015,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,350,230,2016,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,M,W,58,350,230,2017,indx_59,FOXGR-L6-12MW
FOX,GR-L,6-12,S,W,60,260,100,2009,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,200,120,2010,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,310,200,2011,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,350,230,2012,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,750,250,2013,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,1180,680,2014,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,710,230,2015,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,600,230,2016,indx_69,FOXGR-L6-12SW
FOX,GR-L,6-12,S,W,60,475,230,2017,indx_69,FOXGR-L6-12SW
FOX,L,0-2,S,W,71,380,100,2009,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,420,120,2010,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,620,200,2011,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,610,230,2012,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,1200,700,2013,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,1740,1240,2014,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,1370,370,2015,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,1190,230,2016,indx_79,FOXL0-2SW
FOX,L,0-2,S,W,71,1030,230,2017,indx_79,FOXL0-2SW
FOX,L,12-18,M,W,54,170,100,2009,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,200,120,2010,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,300,200,2011,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2012,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2013,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2014,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2015,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2016,indx_59,FOXL12-18MW
FOX,L,12-18,M,W,54,350,230,2017,indx_59,FOXL12-18MW
FOX,L,12-20,M,W,53,170,100,2009,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,200,120,2010,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,300,200,2011,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2012,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2013,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2014,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2015,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2016,indx_59,FOXL12-20MW
FOX,L,12-20,M,W,53,350,230,2017,indx_59,FOXL12-20MW
FOX,L,2-6,M,W,61,330,100,2009,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,230,120,2010,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,400,200,2011,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,350,230,2012,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,860,360,2013,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,1340,840,2014,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,880,230,2015,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,770,230,2016,indx_69,FOXL2-6MW
FOX,L,2-6,M,W,61,625,230,2017,indx_69,FOXL2-6MW
FOX,L,2-6,S,W,68,370,100,2009,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,330,120,2010,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,510,200,2011,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,450,230,2012,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,1060,560,2013,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,1560,1060,2014,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,1100,230,2015,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,1e3,230,2016,indx_69,FOXL2-6SW
FOX,L,2-6,S,W,68,825,230,2017,indx_69,FOXL2-6SW
FOX,L,6-12,M,W,59,260,100,2009,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,200,120,2010,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,300,200,2011,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,350,230,2012,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,680,230,2013,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,1100,600,2014,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,630,230,2015,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,430,230,2016,indx_59,FOXL6-12MW
FOX,L,6-12,M,W,59,390,230,2017,indx_59,FOXL6-12MW
FOX,L,6-12,S,W,61,330,100,2009,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,200,120,2010,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,360,200,2011,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,350,230,2012,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,800,300,2013,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,1270,770,2014,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,800,230,2015,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,690,230,2016,indx_69,FOXL6-12SW
FOX,L,6-12,S,W,61,550,230,2017,indx_69,FOXL6-12SW
FOX,SICL,6-12,SE,W,45,180,100,2009,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,200,120,2010,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,300,200,2011,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2012,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2013,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2014,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2015,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2016,indx_49,FOXSICL6-12SEW
FOX,SICL,6-12,SE,W,45,350,230,2017,indx_49,FOXSICL6-12SEW
FOX,SIL,0-2,S,W,71,380,100,2009,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,420,120,2010,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,620,200,2011,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,610,230,2012,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,1200,700,2013,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,1740,1240,2014,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,1370,370,2015,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,1190,230,2016,indx_79,FOXSIL0-2SW
FOX,SIL,0-2,S,W,71,1030,230,2017,indx_79,FOXSIL0-2SW
FOX,SIL,12-18,M,W,54,170,100,2009,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,200,120,2010,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,300,200,2011,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2012,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2013,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2014,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2015,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2016,indx_59,FOXSIL12-18MW
FOX,SIL,12-18,M,W,54,350,230,2017,indx_59,FOXSIL12-18MW
FOX,SIL,2-6,M,W,61,330,100,2009,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,230,120,2010,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,400,200,2011,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,350,230,2012,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,860,360,2013,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,1340,840,2014,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,880,230,2015,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,770,230,2016,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,M,W,61,625,230,2017,indx_69,FOXSIL2-6MW
FOX,SIL,2-6,S,W,68,370,100,2009,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,330,120,2010,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,510,200,2011,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,450,230,2012,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,1060,560,2013,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,1560,1060,2014,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,1100,230,2015,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,1e3,230,2016,indx_69,FOXSIL2-6SW
FOX,SIL,2-6,S,W,68,825,230,2017,indx_69,FOXSIL2-6SW
FOX,SIL,6-12,M,W,59,260,100,2009,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,200,120,2010,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,300,200,2011,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,350,230,2012,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,680,230,2013,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,1100,600,2014,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,630,230,2015,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,430,230,2016,indx_59,FOXSIL6-12MW
FOX,SIL,6-12,M,W,59,390,230,2017,indx_59,FOXSIL6-12MW
FOX,SL,0-2,S,W,65,280,100,2009,indx_69,FOXSL0-2SW
FOX,SL,0-2,S,W,65,340,120,2010,indx_69,FOXSL0-2SW
FOX,SL,0-2,S,W,65,520,200,2011,indx_69,FOXSL0-2SW
